Image URL,ID,DATASET,TOOL,MUT_EXT,ITER,Expected,Predicted,ASS 1,ASS 2,Misclass Human 1,Misclass Human 2,Valid Human 1,Valid Human 2,Label Preservation?,Validity?
126_MNST_sd_low_iteration17_X6_Y0,126,MNST,sd,low,17,6,0,6,6,0,0,0,0,yes,yes
327_MNST_vae_high_iteration7_X9_Y7,327,MNST,vae,high,7,9,7,9,9,0,0,0,0,yes,yes
197_MNST_gan_high_iteration219_X1_Y9,197,MNST,gan,high,219,1,9,Not a Digit,1,1,0,1,0,N/A,N/A
235_MNST_gan_high_iteration36_X2_Y3,235,MNST,gan,high,36,2,3,2,8,0,1,0,0,N/A,yes
65_MNST_sd_high_iteration23_X2_Y3,65,MNST,sd,high,23,2,3,5,8,1,1,0,0,no,yes
248_MNST_vae_high_iteration57_X4_Y1,248,MNST,vae,high,57,4,1,4,4,0,0,0,0,yes,yes
323_MNST_vae_high_iteration115_X1_Y6,323,MNST,vae,high,115,1,6,4,Not a Digit,1,1,0,1,no,N/A
10_MNST_sd_high_iteration11_X1_Y4,10,MNST,sd,high,11,1,4,4,Not a Digit,1,1,0,1,no,N/A
201_MNST_gan_high_iteration26_X4_Y9,201,MNST,gan,high,26,4,9,4,Not a Digit,0,1,0,1,N/A,N/A
85_MNST_sd_high_iteration32_X2_Y4,85,MNST,sd,high,32,2,4,6,Not a Digit,1,1,0,1,no,N/A
22_MNST_sd_high_iteration2_X7_Y4,22,MNST,sd,high,2,7,4,6,Not a Digit,1,1,0,1,no,N/A
303_MNST_vae_high_iteration31_X4_Y9,303,MNST,vae,high,31,4,9,4,4,0,0,0,0,yes,yes
193_MNST_gan_high_iteration242_X1_Y8,193,MNST,gan,high,242,1,8,1,Not a Digit,0,1,0,1,N/A,N/A
151_MNST_gan_high_iteration18_X7_Y2,151,MNST,gan,high,18,7,2,7,7,0,0,0,0,yes,yes
189_MNST_gan_high_iteration87_X4_Y5,189,MNST,gan,high,87,4,5,4,4,0,0,0,0,yes,yes
261_MNST_vae_high_iteration48_X2_Y7,261,MNST,vae,high,48,2,7,Not a Digit,7,1,1,1,0,no,N/A
185_MNST_gan_high_iteration127_X7_Y1,185,MNST,gan,high,127,7,1,8,7,1,0,0,0,N/A,yes
237_MNST_gan_high_iteration205_X6_Y2,237,MNST,gan,high,205,6,2,6,6,0,0,0,0,yes,yes
25_MNST_sd_high_iteration1_X7_Y2,25,MNST,sd,high,1,7,2,Not a Digit,4,1,1,1,0,no,N/A
112_MNST_sd_low_iteration171_X5_Y9,112,MNST,sd,low,171,5,9,Not a Digit,3,1,1,1,0,no,N/A
142_MNST_gan_low_iteration71_X7_Y3,142,MNST,gan,low,71,7,3,7,7,0,0,0,0,yes,yes
191_MNST_gan_high_iteration46_X5_Y9,191,MNST,gan,high,46,5,9,5,6,0,1,0,0,N/A,yes
21_MNST_sd_high_iteration88_X4_Y1,21,MNST,sd,high,88,4,1,Not a Digit,7,1,1,1,0,no,N/A
264_MNST_vae_high_iteration18_X8_Y0,264,MNST,vae,high,18,8,0,Not a Digit,8,1,0,1,0,N/A,N/A
254_MNST_vae_high_iteration17_X6_Y0,254,MNST,vae,high,17,6,0,Not a Digit,6,1,0,1,0,N/A,N/A
64_MNST_sd_high_iteration17_X6_Y4,64,MNST,sd,high,17,6,4,Not a Digit,Not a Digit,1,1,1,1,no,no
92_MNST_sd_low_iteration234_X9_Y4,92,MNST,sd,low,234,9,4,4,9,1,0,0,0,N/A,yes
268_MNST_vae_high_iteration31_X2_Y1,268,MNST,vae,high,31,2,1,1,1,1,1,0,0,no,yes
161_MNST_gan_high_iteration59_X4_Y9,161,MNST,gan,high,59,4,9,4,4,0,0,0,0,yes,yes
111_MNST_sd_low_iteration93_X1_Y4,111,MNST,sd,low,93,1,4,4,4,1,1,0,0,no,yes
232_MNST_gan_high_iteration44_X2_Y7,232,MNST,gan,high,44,2,7,2,7,0,1,0,0,N/A,yes
315_MNST_vae_high_iteration87_X0_Y8,315,MNST,vae,high,87,0,8,8,0,1,0,0,0,N/A,yes
1_MNST_vae_low_iteration199_X5_Y8,1,MNST,vae,low,199,5,8,Not a Digit,5,1,0,1,0,N/A,N/A
246_MNST_vae_high_iteration65_X5_Y3,246,MNST,vae,high,65,5,3,3,3,1,1,0,0,no,yes
263_MNST_vae_high_iteration71_X3_Y8,263,MNST,vae,high,71,3,8,8,8,1,1,0,0,no,yes
326_MNST_vae_high_iteration25_X8_Y0,326,MNST,vae,high,25,8,0,8,8,0,0,0,0,yes,yes
179_MNST_gan_high_iteration137_X4_Y9,179,MNST,gan,high,137,4,9,4,4,0,0,0,0,yes,yes
138_MNST_gan_low_iteration133_X5_Y3,138,MNST,gan,low,133,5,3,5,5,0,0,0,0,yes,yes
203_MNST_gan_high_iteration138_X4_Y9,203,MNST,gan,high,138,4,9,4,4,0,0,0,0,yes,yes
282_MNST_vae_high_iteration63_X3_Y5,282,MNST,vae,high,63,3,5,3,3,0,0,0,0,yes,yes
270_MNST_vae_high_iteration103_X6_Y2,270,MNST,vae,high,103,6,2,3,3,1,1,0,0,no,yes
20_MNST_sd_high_iteration90_X3_Y2,20,MNST,sd,high,90,3,2,8,3,1,0,0,0,N/A,yes
144_MNST_gan_high_iteration73_X3_Y8,144,MNST,gan,high,73,3,8,9,3,1,0,0,0,N/A,yes
116_MNST_sd_low_iteration84_X0_Y3,116,MNST,sd,low,84,0,3,Not a Digit,Not a Digit,1,1,1,1,no,no
306_MNST_vae_high_iteration114_X6_Y0,306,MNST,vae,high,114,6,0,0,Not a Digit,1,1,0,1,no,N/A
317_MNST_vae_high_iteration24_X9_Y7,317,MNST,vae,high,24,9,7,7,9,1,0,0,0,N/A,yes
198_MNST_gan_high_iteration96_X3_Y2,198,MNST,gan,high,96,3,2,3,3,0,0,0,0,yes,yes
18_MNST_sd_high_iteration1_X1_Y7,18,MNST,sd,high,1,1,7,7,7,1,1,0,0,no,yes
86_MNST_sd_high_iteration45_X9_Y4,86,MNST,sd,high,45,9,4,4,4,1,1,0,0,no,yes
27_MNST_sd_high_iteration42_X1_Y2,27,MNST,sd,high,42,1,2,Not a Digit,Not a Digit,1,1,1,1,no,no
75_MNST_sd_high_iteration17_X1_Y2,75,MNST,sd,high,17,1,2,1,Not a Digit,0,1,0,1,N/A,N/A
62_MNST_sd_high_iteration1_X9_Y7,62,MNST,sd,high,1,9,7,7,Not a Digit,1,1,0,1,no,N/A
31_MNST_sd_high_iteration34_X5_Y7,31,MNST,sd,high,34,5,7,Not a Digit,Not a Digit,1,1,1,1,no,no
298_MNST_vae_high_iteration4_X3_Y5,298,MNST,vae,high,4,3,5,3,Not a Digit,0,1,0,1,N/A,N/A
219_MNST_gan_high_iteration56_X4_Y9,219,MNST,gan,high,56,4,9,4,Not a Digit,0,1,0,1,N/A,N/A
130_MNST_sd_low_iteration179_X6_Y4,130,MNST,sd,low,179,6,4,Not a Digit,Not a Digit,1,1,1,1,no,no
208_MNST_gan_high_iteration110_X0_Y8,208,MNST,gan,high,110,0,8,0,0,0,0,0,0,yes,yes
210_MNST_gan_high_iteration37_X3_Y2,210,MNST,gan,high,37,3,2,2,7,1,1,0,0,no,yes
333_MNST_vae_high_iteration78_X8_Y5,333,MNST,vae,high,78,8,5,6,6,1,1,0,0,no,yes
104_MNST_sd_low_iteration1_X3_Y1,104,MNST,sd,low,1,3,1,3,Not a Digit,0,1,0,1,N/A,N/A
7_MNST_sd_high_iteration28_X3_Y2,7,MNST,sd,high,28,3,2,3,3,0,0,0,0,yes,yes
229_MNST_gan_high_iteration207_X6_Y5,229,MNST,gan,high,207,6,5,6,6,0,0,0,0,yes,yes
140_MNST_gan_low_iteration230_X9_Y8,140,MNST,gan,low,230,9,8,9,9,0,0,0,0,yes,yes
316_MNST_vae_high_iteration19_X4_Y9,316,MNST,vae,high,19,4,9,4,9,0,1,0,0,N/A,yes
113_MNST_sd_low_iteration1_X8_Y2,113,MNST,sd,low,1,8,2,7,Not a Digit,1,1,0,1,no,N/A
19_MNST_sd_high_iteration1_X5_Y3,19,MNST,sd,high,1,5,3,5,5,0,0,0,0,yes,yes
293_MNST_vae_high_iteration194_X7_Y3,293,MNST,vae,high,194,7,3,7,Not a Digit,0,1,0,1,N/A,N/A
299_MNST_vae_high_iteration24_X8_Y5,299,MNST,vae,high,24,8,5,8,8,0,0,0,0,yes,yes
145_MNST_gan_high_iteration162_X4_Y9,145,MNST,gan,high,162,4,9,4,9,0,1,0,0,N/A,yes
59_MNST_sd_high_iteration25_X5_Y3,59,MNST,sd,high,25,5,3,3,5,1,0,0,0,N/A,yes
76_MNST_sd_high_iteration62_X4_Y5,76,MNST,sd,high,62,4,5,Not a Digit,Not a Digit,1,1,1,1,no,no
26_MNST_sd_high_iteration1_X0_Y9,26,MNST,sd,high,1,0,9,0,0,0,0,0,0,yes,yes
41_MNST_sd_high_iteration37_X9_Y4,41,MNST,sd,high,37,9,4,4,9,1,0,0,0,N/A,yes
98_MNST_sd_low_iteration222_X4_Y1,98,MNST,sd,low,222,4,1,1,1,1,1,0,0,no,yes
236_MNST_gan_high_iteration78_X4_Y9,236,MNST,gan,high,78,4,9,9,4,1,0,0,0,N/A,yes
148_MNST_gan_high_iteration90_X3_Y7,148,MNST,gan,high,90,3,7,3,4,0,1,0,0,N/A,yes
61_MNST_sd_high_iteration18_X8_Y3,61,MNST,sd,high,18,8,3,8,8,0,0,0,0,yes,yes
17_MNST_sd_high_iteration13_X4_Y0,17,MNST,sd,high,13,4,0,Not a Digit,6,1,1,1,0,no,N/A
325_MNST_vae_high_iteration60_X0_Y2,325,MNST,vae,high,60,0,2,0,0,0,0,0,0,yes,yes
78_MNST_sd_high_iteration38_X0_Y6,78,MNST,sd,high,38,0,6,0,3,0,1,0,0,N/A,yes
77_MNST_sd_high_iteration70_X3_Y2,77,MNST,sd,high,70,3,2,7,7,1,1,0,0,no,yes
334_MNST_vae_high_iteration115_X9_Y4,334,MNST,vae,high,115,9,4,4,4,1,1,0,0,no,yes
211_MNST_gan_high_iteration80_X2_Y7,211,MNST,gan,high,80,2,7,7,7,1,1,0,0,no,yes
310_MNST_vae_high_iteration89_X9_Y4,310,MNST,vae,high,89,9,4,4,4,1,1,0,0,no,yes
101_MNST_sd_low_iteration28_X3_Y7,101,MNST,sd,low,28,3,7,Not a Digit,Not a Digit,1,1,1,1,no,no
33_MNST_sd_high_iteration20_X4_Y2,33,MNST,sd,high,20,4,2,Not a Digit,Not a Digit,1,1,1,1,no,no
96_MNST_sd_low_iteration37_X3_Y2,96,MNST,sd,low,37,3,2,2,3,1,0,0,0,N/A,yes
192_MNST_gan_high_iteration22_X8_Y2,192,MNST,gan,high,22,8,2,8,8,0,0,0,0,yes,yes
311_MNST_vae_high_iteration59_X4_Y7,311,MNST,vae,high,59,4,7,4,4,0,0,0,0,yes,yes
122_MNST_sd_low_iteration1_X8_Y5,122,MNST,sd,low,1,8,5,5,Not a Digit,1,1,0,1,no,N/A
91_MNST_sd_low_iteration1_X9_Y1,91,MNST,sd,low,1,9,1,4,Not a Digit,1,1,0,1,no,N/A
24_MNST_sd_high_iteration21_X7_Y9,24,MNST,sd,high,21,7,9,9,9,1,1,0,0,no,yes
259_MNST_vae_high_iteration80_X3_Y1,259,MNST,vae,high,80,3,1,Not a Digit,Not a Digit,1,1,1,1,no,no
207_MNST_gan_high_iteration94_X6_Y0,207,MNST,gan,high,94,6,0,6,6,0,0,0,0,yes,yes
302_MNST_vae_high_iteration63_X4_Y1,302,MNST,vae,high,63,4,1,4,4,0,0,0,0,yes,yes
176_MNST_gan_high_iteration90_X0_Y6,176,MNST,gan,high,90,0,6,0,0,0,0,0,0,yes,yes
72_MNST_sd_high_iteration37_X5_Y3,72,MNST,sd,high,37,5,3,3,5,1,0,0,0,N/A,yes
187_MNST_gan_high_iteration10_X3_Y5,187,MNST,gan,high,10,3,5,9,3,1,0,0,0,N/A,yes
262_MNST_vae_high_iteration47_X3_Y5,262,MNST,vae,high,47,3,5,8,5,1,1,0,0,no,yes
110_MNST_sd_low_iteration17_X2_Y8,110,MNST,sd,low,17,2,8,8,8,1,1,0,0,no,yes
272_MNST_vae_high_iteration19_X9_Y5,272,MNST,vae,high,19,9,5,9,9,0,0,0,0,yes,yes
163_MNST_gan_high_iteration17_X3_Y8,163,MNST,gan,high,17,3,8,8,3,1,0,0,0,N/A,yes
309_MNST_vae_high_iteration54_X7_Y0,309,MNST,vae,high,54,7,0,4,Not a Digit,1,1,0,1,no,N/A
55_MNST_sd_high_iteration67_X1_Y8,55,MNST,sd,high,67,1,8,Not a Digit,4,1,1,1,0,no,N/A
255_MNST_vae_high_iteration90_X1_Y7,255,MNST,vae,high,90,1,7,Not a Digit,9,1,1,1,0,no,N/A
206_MNST_gan_high_iteration109_X7_Y8,206,MNST,gan,high,109,7,8,Not a Digit,7,1,0,1,0,N/A,N/A
134_MNST_sd_low_iteration87_X3_Y7,134,MNST,sd,low,87,3,7,Not a Digit,4,1,1,1,0,no,N/A
314_MNST_vae_high_iteration59_X1_Y8,314,MNST,vae,high,59,1,8,Not a Digit,1,1,0,1,0,N/A,N/A
300_MNST_vae_high_iteration66_X4_Y9,300,MNST,vae,high,66,4,9,4,4,0,0,0,0,yes,yes
114_MNST_sd_low_iteration24_X3_Y2,114,MNST,sd,low,24,3,2,3,3,0,0,0,0,yes,yes
276_MNST_vae_high_iteration88_X1_Y7,276,MNST,vae,high,88,1,7,9,9,1,1,0,0,no,yes
