Image URL,ID,DATASET,TOOL,MUT_EXT,ITER,Expected,Predicted,ASS 1,ASS 2,Misclass Human 1,Misclass Human 2,Valid Human 1,Valid Human 2,Label Preservation?,Validity?
280_CIF_sd_high_iteration25_X9_Y0,280,CIF,sd,high,25,9,0,9,9,0,0,0,0,yes,yes
32_CIF_sd_low_iteration19_X2_Y4,32,CIF,sd,low,19,2,4,4,not a real-world object,1,1,0,1,no,N/A
21_CIF_vae_low_iteration93_X1_Y3,21,CIF,vae,low,93,1,3,9,not a real-world object,1,1,0,1,no,N/A
260_CIF_vae_high_iteration8_X3_Y5,260,CIF,vae,high,8,3,5,6,not a real-world object,1,1,0,1,no,N/A
156_CIF_gan_high_iteration35_X1_Y9,156,CIF,gan,high,35,1,9,9,not a real-world object,1,1,0,1,no,N/A
250_CIF_vae_high_iteration9_X9_Y8,250,CIF,vae,high,9,9,8,9,not a real-world object,0,1,0,1,N/A,N/A
164_CIF_gan_high_iteration12_X9_Y3,164,CIF,gan,high,12,9,3,1,not a real-world object,1,1,0,1,no,N/A
119_CIF_gan_high_iteration47_X1_Y9,119,CIF,gan,high,47,1,9,1,9,0,1,0,0,N/A,yes
138_CIF_gan_high_iteration76_X6_Y3,138,CIF,gan,high,76,6,3,9,not a real-world object,1,1,0,1,no,N/A
53_CIF_sd_low_iteration1_X0_Y3,53,CIF,sd,low,1,0,3,0,not a real-world object,0,1,0,1,N/A,N/A
304_CIF_sd_high_iteration81_X0_Y3,304,CIF,sd,high,81,0,3,0,0,0,0,0,0,yes,yes
90_CIF_sd_low_iteration23_X1_Y9,90,CIF,sd,low,23,1,9,1,not a real-world object,0,1,0,1,N/A,N/A
174_CIF_gan_high_iteration24_X1_Y8,174,CIF,gan,high,24,1,8,not a real-world object,not a real-world object,1,1,1,1,no,no
286_CIF_sd_high_iteration32_X3_Y4,286,CIF,sd,high,32,3,4,3,3,0,0,0,0,yes,yes
92_CIF_sd_low_iteration1_X9_Y3,92,CIF,sd,low,1,9,3,9,not a real-world object,0,1,0,1,N/A,N/A
128_CIF_gan_high_iteration1_X9_Y1,128,CIF,gan,high,1,9,1,not a real-world object,9,1,0,1,0,N/A,N/A
221_CIF_gan_low_iteration107_X0_Y2,221,CIF,gan,low,107,0,2,0,8,0,1,0,0,N/A,yes
300_CIF_sd_high_iteration28_X8_Y3,300,CIF,sd,high,28,8,3,not a real-world object,1,1,1,1,0,no,N/A
96_CIF_sd_low_iteration168_X8_Y3,96,CIF,sd,low,168,8,3,not a real-world object,3,1,1,1,0,no,N/A
98_CIF_sd_low_iteration47_X4_Y3,98,CIF,sd,low,47,4,3,not a real-world object,4,1,0,1,0,N/A,N/A
231_CIF_vae_high_iteration5_X9_Y3,231,CIF,vae,high,5,9,3,not a real-world object,9,1,0,1,0,N/A,N/A
146_CIF_gan_high_iteration108_X6_Y0,146,CIF,gan,high,108,6,0,not a real-world object,7,1,1,1,0,no,N/A
123_CIF_gan_high_iteration21_X5_Y2,123,CIF,gan,high,21,5,2,not a real-world object,5,1,0,1,0,N/A,N/A
180_CIF_gan_low_iteration1_X3_Y6,180,CIF,gan,low,1,3,6,not a real-world object,2,1,1,1,0,no,N/A
262_CIF_vae_high_iteration4_X9_Y3,262,CIF,vae,high,4,9,3,not a real-world object,9,1,0,1,0,N/A,N/A
157_CIF_gan_high_iteration18_X5_Y3,157,CIF,gan,high,18,5,3,not a real-world object,5,1,0,1,0,N/A,N/A
112_CIF_gan_high_iteration4_X5_Y3,112,CIF,gan,high,4,5,3,not a real-world object,5,1,0,1,0,N/A,N/A
246_CIF_vae_high_iteration29_X5_Y3,246,CIF,vae,high,29,5,3,not a real-world object,3,1,1,1,0,no,N/A
75_CIF_sd_low_iteration1_X6_Y3,75,CIF,sd,low,1,6,3,not a real-world object,6,1,0,1,0,N/A,N/A
252_CIF_vae_high_iteration2_X9_Y1,252,CIF,vae,high,2,9,1,not a real-world object,1,1,1,1,0,no,N/A
339_CIF_sd_high_iteration1_X9_Y5,339,CIF,sd,high,1,9,5,not a real-world object,9,1,0,1,0,N/A,N/A
301_CIF_sd_high_iteration24_X3_Y6,301,CIF,sd,high,24,3,6,not a real-world object,4,1,1,1,0,no,N/A
11_CIF_vae_low_iteration199_X0_Y3,11,CIF,vae,low,199,0,3,not a real-world object,2,1,1,1,0,no,N/A
297_CIF_sd_high_iteration9_X7_Y2,297,CIF,sd,high,9,7,2,3,7,1,0,0,0,N/A,yes
269_CIF_sd_high_iteration18_X0_Y8,269,CIF,sd,high,18,0,8,not a real-world object,0,1,0,1,0,N/A,N/A
333_CIF_sd_high_iteration1_X1_Y0,333,CIF,sd,high,1,1,0,1,not a real-world object,0,1,0,1,N/A,N/A
120_CIF_gan_high_iteration8_X9_Y7,120,CIF,gan,high,8,9,7,9,not a real-world object,0,1,0,1,N/A,N/A
169_CIF_gan_high_iteration48_X6_Y1,169,CIF,gan,high,48,6,1,3,not a real-world object,1,1,0,1,no,N/A
211_CIF_gan_low_iteration1_X3_Y6,211,CIF,gan,low,1,3,6,4,2,1,1,0,0,no,yes
171_CIF_gan_high_iteration14_X9_Y1,171,CIF,gan,high,14,9,1,1,9,1,0,0,0,N/A,yes
66_CIF_sd_low_iteration1_X2_Y3,66,CIF,sd,low,1,2,3,2,2,0,0,0,0,yes,yes
225_CIF_vae_high_iteration64_X8_Y0,225,CIF,vae,high,64,8,0,8,not a real-world object,0,1,0,1,N/A,N/A
80_CIF_sd_low_iteration35_X0_Y2,80,CIF,sd,low,35,0,2,0,0,0,0,0,0,yes,yes
168_CIF_gan_high_iteration1_X9_Y1,168,CIF,gan,high,1,9,1,9,not a real-world object,0,1,0,1,N/A,N/A
187_CIF_gan_low_iteration45_X1_Y9,187,CIF,gan,low,45,1,9,9,1,1,0,0,0,N/A,yes
148_CIF_gan_high_iteration6_X0_Y8,148,CIF,gan,high,6,0,8,2,8,1,1,0,0,no,yes
160_CIF_gan_high_iteration1_X3_Y5,160,CIF,gan,high,1,3,5,5,3,1,0,0,0,N/A,yes
264_CIF_sd_high_iteration23_X7_Y3,264,CIF,sd,high,23,7,3,7,7,0,0,0,0,yes,yes
206_CIF_gan_low_iteration43_X5_Y7,206,CIF,gan,low,43,5,7,7,5,1,0,0,0,N/A,yes
130_CIF_gan_high_iteration12_X1_Y9,130,CIF,gan,high,12,1,9,1,9,0,1,0,0,N/A,yes
265_CIF_sd_high_iteration10_X2_Y3,265,CIF,sd,high,10,2,3,2,2,0,0,0,0,yes,yes
116_CIF_gan_high_iteration24_X1_Y9,116,CIF,gan,high,24,1,9,1,9,0,1,0,0,N/A,yes
27_CIF_vae_low_iteration120_X5_Y3,27,CIF,vae,low,120,5,3,5,5,0,0,0,0,yes,yes
200_CIF_gan_low_iteration35_X5_Y3,200,CIF,gan,low,35,5,3,3,2,1,1,0,0,no,yes
3_CIF_vae_low_iteration147_X3_Y5,3,CIF,vae,low,147,3,5,2,3,1,0,0,0,N/A,yes
241_CIF_vae_high_iteration40_X0_Y8,241,CIF,vae,high,40,0,8,not a real-world object,not a real-world object,1,1,1,1,no,no
296_CIF_sd_high_iteration1_X7_Y4,296,CIF,sd,high,1,7,4,7,7,0,0,0,0,yes,yes
335_CIF_sd_high_iteration1_X7_Y3,335,CIF,sd,high,1,7,3,not a real-world object,7,1,0,1,0,N/A,N/A
60_CIF_sd_low_iteration1_X5_Y4,60,CIF,sd,low,1,5,4,not a real-world object,not a real-world object,1,1,1,1,no,no
74_CIF_sd_low_iteration95_X7_Y4,74,CIF,sd,low,95,7,4,7,7,0,0,0,0,yes,yes
165_CIF_gan_high_iteration49_X9_Y1,165,CIF,gan,high,49,9,1,not a real-world object,not a real-world object,1,1,1,1,no,no
143_CIF_gan_high_iteration23_X1_Y9,143,CIF,gan,high,23,1,9,9,not a real-world object,1,1,0,1,no,N/A
99_CIF_sd_low_iteration120_X8_Y2,99,CIF,sd,low,120,8,2,not a real-world object,not a real-world object,1,1,1,1,no,no
49_CIF_sd_low_iteration1_X2_Y4,49,CIF,sd,low,1,2,4,not a real-world object,not a real-world object,1,1,1,1,no,no
167_CIF_gan_high_iteration72_X6_Y1,167,CIF,gan,high,72,6,1,not a real-world object,not a real-world object,1,1,1,1,no,no
61_CIF_sd_low_iteration1_X8_Y0,61,CIF,sd,low,1,8,0,0,0,1,1,0,0,no,yes
188_CIF_gan_low_iteration63_X0_Y2,188,CIF,gan,low,63,0,2,0,0,0,0,0,0,yes,yes
295_CIF_sd_high_iteration1_X9_Y3,295,CIF,sd,high,1,9,3,1,7,1,1,0,0,no,yes
197_CIF_gan_low_iteration51_X0_Y2,197,CIF,gan,low,51,0,2,3,not a real-world object,1,1,0,1,no,N/A
218_CIF_gan_low_iteration23_X0_Y1,218,CIF,gan,low,23,0,1,8,not a real-world object,1,1,0,1,no,N/A
68_CIF_sd_low_iteration54_X0_Y8,68,CIF,sd,low,54,0,8,0,0,0,0,0,0,yes,yes
302_CIF_sd_high_iteration1_X7_Y4,302,CIF,sd,high,1,7,4,0,7,1,0,0,0,N/A,yes
194_CIF_gan_low_iteration17_X3_Y6,194,CIF,gan,low,17,3,6,2,not a real-world object,1,1,0,1,no,N/A
249_CIF_vae_high_iteration41_X0_Y8,249,CIF,vae,high,41,0,8,0,0,0,0,0,0,yes,yes
56_CIF_sd_low_iteration1_X5_Y7,56,CIF,sd,low,1,5,7,8,5,1,0,0,0,N/A,yes
315_CIF_sd_high_iteration22_X0_Y3,315,CIF,sd,high,22,0,3,0,0,0,0,0,0,yes,yes
79_CIF_sd_low_iteration187_X8_Y3,79,CIF,sd,low,187,8,3,8,8,0,0,0,0,yes,yes
13_CIF_vae_low_iteration215_X0_Y8,13,CIF,vae,low,215,0,8,0,2,0,1,0,0,N/A,yes
109_CIF_sd_low_iteration1_X9_Y3,109,CIF,sd,low,1,9,3,9,not a real-world object,0,1,0,1,N/A,N/A
73_CIF_sd_low_iteration4_X0_Y3,73,CIF,sd,low,4,0,3,6,not a real-world object,1,1,0,1,no,N/A
316_CIF_sd_high_iteration10_X0_Y8,316,CIF,sd,high,10,0,8,0,0,0,0,0,0,yes,yes
314_CIF_sd_high_iteration1_X2_Y4,314,CIF,sd,high,1,2,4,4,2,1,0,0,0,N/A,yes
139_CIF_gan_high_iteration1_X9_Y1,139,CIF,gan,high,1,9,1,5,not a real-world object,1,1,0,1,no,N/A
292_CIF_sd_high_iteration1_X8_Y3,292,CIF,sd,high,1,8,3,8,8,0,0,0,0,yes,yes
5_CIF_vae_low_iteration2_X5_Y3,5,CIF,vae,low,2,5,3,5,5,0,0,0,0,yes,yes
78_CIF_sd_low_iteration18_X6_Y5,78,CIF,sd,low,18,6,5,not a real-world object,2,1,1,1,0,no,N/A
19_CIF_vae_low_iteration25_X1_Y8,19,CIF,vae,low,25,1,8,not a real-world object,1,1,0,1,0,N/A,N/A
240_CIF_vae_high_iteration30_X3_Y6,240,CIF,vae,high,30,3,6,not a real-world object,3,1,0,1,0,N/A,N/A
251_CIF_vae_high_iteration6_X0_Y8,251,CIF,vae,high,6,0,8,2,2,1,1,0,0,no,yes
349_CIF_sd_high_iteration1_X6_Y2,349,CIF,sd,high,1,6,2,not a real-world object,6,1,0,1,0,N/A,N/A
7_CIF_vae_low_iteration74_X8_Y0,7,CIF,vae,low,74,8,0,8,1,0,1,0,0,N/A,yes
330_CIF_sd_high_iteration38_X3_Y7,330,CIF,sd,high,38,3,7,3,3,0,0,0,0,yes,yes
223_CIF_gan_low_iteration1_X9_Y1,223,CIF,gan,low,1,9,1,not a real-world object,1,1,1,1,0,no,N/A
158_CIF_gan_high_iteration1_X0_Y3,158,CIF,gan,high,1,0,3,not a real-world object,0,1,0,1,0,N/A,N/A
54_CIF_sd_low_iteration123_X3_Y0,54,CIF,sd,low,123,3,0,3,7,0,1,0,0,N/A,yes
179_CIF_gan_low_iteration183_X0_Y2,179,CIF,gan,low,183,0,2,not a real-world object,7,1,1,1,0,no,N/A
239_CIF_vae_high_iteration27_X8_Y0,239,CIF,vae,high,27,8,0,0,0,1,1,0,0,no,yes
243_CIF_vae_high_iteration3_X3_Y0,243,CIF,vae,high,3,3,0,not a real-world object,5,1,1,1,0,no,N/A
287_CIF_sd_high_iteration12_X4_Y5,287,CIF,sd,high,12,4,5,7,4,1,0,0,0,N/A,yes
343_CIF_sd_high_iteration18_X7_Y3,343,CIF,sd,high,18,7,3,7,7,0,0,0,0,yes,yes
65_CIF_sd_low_iteration50_X9_Y7,65,CIF,sd,low,50,9,7,not a real-world object,9,1,0,1,0,N/A,N/A
214_CIF_gan_low_iteration203_X7_Y9,214,CIF,gan,low,203,7,9,not a real-world object,5,1,1,1,0,no,N/A
305_CIF_sd_high_iteration10_X0_Y8,305,CIF,sd,high,10,0,8,0,0,0,0,0,0,yes,yes
102_CIF_sd_low_iteration1_X2_Y3,102,CIF,sd,low,1,2,3,2,2,0,0,0,0,yes,yes
228_CIF_vae_high_iteration9_X0_Y3,228,CIF,vae,high,9,0,3,not a real-world object,5,1,1,1,0,no,N/A
336_CIF_sd_high_iteration1_X1_Y2,336,CIF,sd,high,1,1,2,1,1,0,0,0,0,yes,yes
263_CIF_vae_high_iteration16_X8_Y3,263,CIF,vae,high,16,8,3,2,not a real-world object,1,1,0,1,no,N/A
124_CIF_gan_high_iteration1_X3_Y5,124,CIF,gan,high,1,3,5,8,not a real-world object,1,1,0,1,no,N/A
69_CIF_sd_low_iteration173_X3_Y5,69,CIF,sd,low,173,3,5,not a real-world object,not a real-world object,1,1,1,1,no,no
222_CIF_gan_low_iteration61_X2_Y0,222,CIF,gan,low,61,2,0,not a real-world object,not a real-world object,1,1,1,1,no,no
236_CIF_vae_high_iteration12_X3_Y7,236,CIF,vae,high,12,3,7,not a real-world object,not a real-world object,1,1,1,1,no,no
151_CIF_gan_high_iteration1_X2_Y0,151,CIF,gan,high,1,2,0,not a real-world object,not a real-world object,1,1,1,1,no,no
313_CIF_sd_high_iteration20_X7_Y3,313,CIF,sd,high,20,7,3,not a real-world object,7,1,0,1,0,N/A,N/A
207_CIF_gan_low_iteration140_X1_Y9,207,CIF,gan,low,140,1,9,1,1,0,0,0,0,yes,yes
62_CIF_sd_low_iteration1_X9_Y3,62,CIF,sd,low,1,9,3,not a real-world object,not a real-world object,1,1,1,1,no,no
238_CIF_vae_high_iteration1_X8_Y0,238,CIF,vae,high,1,8,0,0,0,1,1,0,0,no,yes
71_CIF_sd_low_iteration113_X0_Y8,71,CIF,sd,low,113,0,8,0,0,0,0,0,0,yes,yes
312_CIF_sd_high_iteration7_X6_Y4,312,CIF,sd,high,7,6,4,2,2,1,1,0,0,no,yes
94_CIF_sd_low_iteration33_X1_Y8,94,CIF,sd,low,33,1,8,1,1,0,0,0,0,yes,yes
306_CIF_sd_high_iteration12_X5_Y3,306,CIF,sd,high,12,5,3,3,3,1,1,0,0,no,yes
114_CIF_gan_high_iteration1_X9_Y3,114,CIF,gan,high,1,9,3,not a real-world object,1,1,1,1,0,no,N/A
227_CIF_vae_high_iteration20_X1_Y9,227,CIF,vae,high,20,1,9,1,1,0,0,0,0,yes,yes
26_CIF_vae_low_iteration222_X5_Y3,26,CIF,vae,low,222,5,3,3,3,1,1,0,0,no,yes
193_CIF_gan_low_iteration223_X9_Y1,193,CIF,gan,low,223,9,1,9,1,0,1,0,0,N/A,yes
173_CIF_gan_high_iteration6_X5_Y3,173,CIF,gan,high,6,5,3,0,1,1,1,0,0,no,yes
338_CIF_sd_high_iteration7_X1_Y0,338,CIF,sd,high,7,1,0,1,1,0,0,0,0,yes,yes
